id,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc01g098160,85,39,30,50,35,38,33,40,39,40
Solyc01g098170,13,4,5,5,7,12,15,17,11,15
Solyc01g098180,30,12,13,17,21,31,40,33,30,36
Solyc01g098190,14,87,32,63,71,131,169,126,71,69
Solyc01g098200,19,10,45,25,29,37,50,23,21,22
Solyc01g098210,25,14,17,14,13,14,13,19,21,23
Solyc01g098220,,0.1,6,,0.1,,,,,
Solyc01g098230,18,9,12,14,16,17,19,19,18,23
Solyc01g098240,,,0.3,0.1,0.1,,,0.1,,
Solyc01g098250,24,6,7,11,10,20,23,19,19,18
Solyc01g098270,,,0.2,,,,,,,
Solyc01g098300,,,,0.1,,,,,,
Solyc01g098310,2,,,,,,,,,
Solyc01g098320,6,2,8,5,14,12,10,10,5,4
Solyc01g098330,0.1,,0.1,0.1,,0.1,,,,
Solyc01g098340,8,4,4,4,7,14,16,15,12,5
Solyc01g098350,41,25,22,33,31,28,25,29,19,20
Solyc01g098370,,,,,,0.1,,,,
Solyc01g098380,27,21,32,17,122,102,61,38,25,47
Solyc01g098390,28,6,2,10,0.4,1,4,15,6,5
Solyc01g098400,7,1,75,22,114,132,138,38,3,5
Solyc01g098410,2,9,8,5,2,3,3,2,0.3,0.2
Solyc01g098420,,0.5,0.3,0.3,,,0.6,,,
Solyc01g098430,51,13,12,30,10,22,24,32,47,38
Solyc01g098440,2,0.1,5,2,,,,,,
Solyc01g098450,6,4,2,3,3,6,10,9,7,8
Solyc01g098460,11,9,10,15,10,11,16,11,10,12
Solyc01g098470,3,0.3,0.5,0.5,2,2,2,3,2,2
Solyc01g098480,2,0.3,0.6,0.8,2,1,2,2,1,2
Solyc01g098490,0.7,0.2,0.7,5,0.1,,0.3,15,7,6
Solyc01g098500,117,75,66,97,43,60,88,170,50,42
Solyc01g098510,0.7,0.5,2,0.8,0.4,0.4,1,2,0.8,3
Solyc01g098520,1,2,3,2,3,4,6,17,8,28
Solyc01g098530,2,3,2,2,1,4,5,8,5,12
Solyc01g098540,4,2,2,3,2,4,5,9,9,10
Solyc01g098550,41,37,56,47,86,64,49,41,54,69
Solyc01g098560,29,18,18,15,28,23,13,22,18,2
Solyc01g098570,4,16,3,5,2,1,0.4,14,56,32
Solyc01g098580,15,7,22,7,15,10,5,11,9,10
Solyc01g098590,5,24,31,36,111,92,67,138,47,44
Solyc01g098600,9,8,40,10,29,22,11,8,2,1
Solyc01g098610,47,26,23,22,34,40,39,26,16,14
Solyc01g098620,3,4,3,1,1,0.8,0.8,0.3,0.2,0.1
Solyc01g098630,12,5,9,7,23,21,21,21,9,31
Solyc01g098640,2,214,66,63,91,97,99,41,20,15
Solyc01g098650,53,13,15,12,49,45,61,91,57,16
Solyc01g098660,,,,0.6,,,,,,
Solyc01g098670,0.1,,0.2,0.2,0.2,0.1,0.1,,,0.3
Solyc01g098680,0.8,,,,,,,,0.1,
Solyc01g098690,5,0.1,0.2,0.1,1,2,0.4,4,0.9,2
Solyc01g098700,46,11,10,9,69,61,61,42,52,55
Solyc01g098710,17,5,5,3,6,6,4,4,5,20
Solyc01g098720,1,0.1,7,1,15,8,2,6,0.9,0.5
Solyc01g098730,2,0.4,0.4,0.1,0.1,0.8,1,0.6,1,1
Solyc01g098740,2,32,28,16,2,1,2,6,35,33
Solyc01g098750,28,11,5,17,7,10,15,36,49,90
Solyc01g098760,182,123,109,182,151,201,318,117,52,13
Solyc01g098770,0.1,,0.2,2,,0.1,0.3,0.3,,
Solyc01g098780,101,50,89,66,108,93,77,96,98,88
Solyc01g098790,,,1,0.6,0.3,0.5,0.5,,,
Solyc01g098800,15,5,7,7,21,20,9,44,34,62
Solyc01g098810,23,9,9,9,13,11,6,11,10,8
Solyc01g098820,,1,2,1,0.6,0.2,0.4,3,0.6,0.2
Solyc01g098830,11,9,12,10,10,7,10,11,12,13
Solyc01g098840,55,16,18,12,32,35,24,18,29,23
Solyc01g098850,0.5,,,,,0.1,,,,
Solyc01g098860,0.4,0.1,0.1,0.7,0.8,0.9,2,6,1,0.4
Solyc01g098870,35,13,14,12,21,37,25,37,36,31
Solyc01g098880,80,35,41,50,84,87,70,68,66,96
Solyc01g098890,3,,,,,0.4,,,0.3,
Solyc01g098900,50,21,39,32,56,56,27,54,40,45
Solyc01g098910,32,4,44,28,33,33,18,49,44,90
Solyc01g098920,115,36,37,59,76,108,150,176,141,178
Solyc01g098930,8,7,5,4,3,3,7,1,0.6,0.2
Solyc01g098940,1,0.3,1,,0.1,0.2,,,,
Solyc01g098950,0.8,0.7,2,4,0.3,0.2,0.1,0.3,1,1
Solyc01g098960,1,,0.4,,,,,,,
Solyc01g098970,,,,,0.1,,,,,
Solyc01g098980,6,0.5,2,0.5,3,2,1,0.4,0.2,0.2
Solyc01g098990,2,131,41,66,53,54,44,41,33,53
Solyc01g099000,2,0.3,0.4,0.5,1,3,2,4,2,3
Solyc01g099010,1,18,3,11,0.1,0.3,0.1,1,6,3
Solyc01g099020,1,120,4,4,0.1,0.1,0.4,0.1,0.5,
Solyc01g099030,8,5,3,2,7,3,0.7,0.4,0.1,0.2
Solyc01g099040,,0.1,0.1,0.1,,,,3,198,209
Solyc01g099050,6,,1,0.2,,0.1,0.1,0.1,0.2,
Solyc01g099060,0.3,0.1,,,,,,,,
Solyc01g099070,0.3,0.2,0.2,,,,0.6,,,
Solyc01g099080,0.2,0.6,0.1,0.3,0.2,0.8,0.9,0.7,0.5,0.2
Solyc01g099090,24,19,14,14,37,62,78,57,56,31
Solyc01g099100,53,28,32,55,42,43,47,74,141,173
Solyc01g099110,24,38,18,25,23,34,38,30,35,43
Solyc01g099120,14,4,8,6,17,30,19,18,10,11
Solyc01g099130,39,20,33,73,26,29,40,51,50,54
Solyc01g099140,10,8,10,7,1,1,1,0.6,1,6
Solyc01g099150,,1,4,2,,0.1,,,2,4
Solyc01g099160,2,0.8,24,61,0.7,3,3,7,39,57
Solyc01g099170,,,,0.1,,,,0.1,1,0.8
Solyc01g099180,1,3,2,2,,,,,0.1,
Solyc01g099190,0.2,7,1,11,0.6,3,19,358,6370,4087
Solyc01g099200,0.3,0.2,0.5,0.4,0.5,1,1,1,32,62
Solyc01g099210,11,,5,0.1,0.5,1,0.4,0.3,0.1,
Solyc01g099220,14,2,2,4,2,6,8,9,10,12
Solyc01g099230,5,4,4,6,8,10,11,10,4,9
Solyc01g099240,45,22,15,27,20,30,27,26,21,18
Solyc01g099250,,0.6,,,0.1,,,,,
Solyc01g099260,4,86,23,32,26,32,34,41,28,29
Solyc01g099270,4,0.3,0.6,0.2,3,0.8,0.8,0.2,,
Solyc01g099280,30,15,23,22,31,37,26,31,29,33
Solyc01g099290,7,6,7,3,24,18,14,23,1,1
Solyc01g099300,15,10,14,14,16,16,17,20,12,20
Solyc01g099310,18,6,9,13,17,17,10,12,8,13
Solyc01g099320,2,,,,,,,,,
Solyc01g099330,6,0.9,0.1,0.6,0.2,0.6,0.3,0.1,,0.2
Solyc01g099340,34,7,2,6,11,24,35,38,67,14
Solyc01g099350,50,22,37,22,61,55,30,57,33,34
Solyc01g099360,22,8,9,14,11,17,17,15,12,17
Solyc01g099370,52,66,31,23,62,34,30,178,59,269
Solyc01g099380,3,2,3,5,4,4,6,4,4,5
Solyc01g099390,0.1,0.2,12,49,0.2,,0.6,1,0.5,
Solyc01g099400,49,22,25,46,30,43,80,84,88,90
Solyc01g099410,259,66,308,107,780,333,216,195,79,14
Solyc01g099420,2,1,1,3,2,0.7,2,5,6,10
Solyc01g099430,1,0.3,0.3,0.3,0.8,0.8,1,2,2,4
Solyc01g099440,3,0.5,1,3,1,1,2,4,3,10
Solyc01g099450,3,3,2,4,3,2,0.8,2,2,6
Solyc01g099460,4,2,3,1,4,4,3,3,1,1
Solyc01g099470,4,2,5,2,5,4,3,2,1,1
Solyc01g099480,2,0.7,,0.6,0.7,0.7,0.6,2,2,2
Solyc01g099490,0.7,0.8,0.2,0.3,,0.9,0.3,2,1,4
Solyc01g099500,1,0.8,0.3,0.6,1,1,1,2,1,6
Solyc01g099510,0.6,0.1,,,0.2,0.2,0.5,,0.2,
Solyc01g099520,227,128,98,114,219,102,46,244,185,269
Solyc01g099530,1,0.6,5,0.4,2,2,3,3,2,3
Solyc01g099540,,,203,0.1,,,0.3,,,
Solyc01g099560,,2,1,0.9,,,0.2,0.1,,
Solyc01g099570,,,18,0.1,,,,,,
Solyc01g099580,,0.6,3,0.8,,,0.2,0.7,0.9,5
Solyc01g099590,0.2,6,15,17,0.4,3,8,144,172,205
Solyc01g099600,39,31,29,61,25,78,140,70,95,51
Solyc01g099610,,,,,,0.4,0.2,0.5,0.2,
Solyc01g099620,55,,2,0.5,1,2,0.5,3,3,0.2
Solyc01g099630,89,85,63,132,1222,1302,382,104,15,0.7
Solyc01g099640,6,8,8,9,15,18,30,19,49,63
Solyc01g099650,0.3,2,3,0.6,15,17,6,0.2,,
Solyc01g099660,0.7,0.1,0.7,0.5,0.1,,0.2,0.2,0.5,51
Solyc01g099670,463,225,480,363,876,483,476,449,299,375
Solyc01g099680,270,188,154,234,229,329,448,478,461,724
Solyc01g099690,75,202,97,166,111,118,148,207,305,534
Solyc01g099700,27,9,20,16,31,34,39,35,45,35
Solyc01g099710,50,27,47,43,50,47,43,48,59,57
Solyc01g099720,45,16,30,23,43,48,44,32,28,49
Solyc01g099730,17,7,11,9,11,12,9,17,19,23
Solyc01g099740,91,63,64,63,108,97,91,95,82,80
Solyc01g099750,31,30,11,10,13,23,57,36,72,27
Solyc01g099760,236,81,112,136,170,190,210,204,164,189
Solyc01g099770,2844,1520,2394,2064,2445,2889,4487,5230,5705,2751
Solyc01g099780,29,39,90,72,15,16,13,30,28,24
Solyc01g099790,113,53,74,96,79,94,116,91,100,152
Solyc01g099800,8,7,31,62,13,24,37,48,85,106
Solyc01g099810,12,12,45,78,18,28,52,61,114,161
Solyc01g099820,2,2,619,579,4,3,3,1,0.7,0.1
Solyc01g099830,300,151,375,245,747,403,486,339,241,192
Solyc01g099840,396,205,87,289,243,467,1005,362,67,64
Solyc01g099850,26,13,19,20,23,27,33,27,27,28
Solyc01g099860,26,14,29,39,12,18,19,22,28,19
Solyc01g099870,2,0.4,8,1,1,0.5,0.1,,,
Solyc01g099880,,2,16,75,,0.5,0.5,0.7,0.2,0.2
Solyc01g099890,57,35,50,43,93,76,46,52,54,69
Solyc01g099900,821,283,543,491,1095,916,1025,1013,908,735
Solyc01g099910,9,59,29,9,0.1,0.1,0.2,0.8,0.1,
Solyc01g099920,0.5,0.4,11,0.1,3,16,50,206,264,40
Solyc01g099930,68,56,80,71,56,55,91,74,90,78
Solyc01g099940,0.4,0.1,63,152,0.2,0.1,0.9,0.4,0.1,
Solyc01g099950,4,,0.8,,,,,,,
Solyc01g099960,11,2,2,4,1,3,2,1,1,0.8
Solyc01g099970,20,12,3,11,0.8,2,3,7,7,9
Solyc01g099980,64,6,19,25,8,16,19,22,4,3
Solyc01g099990,5,2,2,1,2,1,0.4,1,6,6
Solyc01g100000,1,29,2,3,18,12,17,39,46,7
Solyc01g100010,2,9,2,1,22,9,3,25,8,10
Solyc01g100020,6,1,1,2,3,3,2,2,0.1,0.6
Solyc01g100030,32,13,35,29,105,73,17,31,4,2
Solyc01g100040,49,62,57,142,38,33,21,12,2,3
Solyc01g100050,64,25,42,80,33,70,117,125,138,132
Solyc01g100060,90,34,47,65,85,66,76,57,70,74
Solyc01g100070,0.3,0.1,0.9,0.4,,,,,,
Solyc01g100080,12,6,13,10,21,18,19,19,8,29
Solyc01g100100,9,0.7,0.6,19,2,1,0.5,,,
Solyc01g100110,55,43,41,40,35,43,39,72,40,69
Solyc01g100120,3,0.3,27,28,0.1,0.1,0.1,0.1,,
Solyc01g100130,33,11,9,16,9,16,17,15,23,19
Solyc01g100140,25,16,18,21,21,27,36,22,14,12
Solyc01g100150,0.2,0.1,0.1,,0.3,0.3,0.2,,0.2,
Solyc01g100160,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.4,0.2,0.1
Solyc01g100170,22,11,16,17,16,16,14,22,16,23
Solyc01g100180,10,25,20,9,13,8,5,6,7,8
Solyc01g100190,10,8,7,6,9,9,9,14,11,16
Solyc01g100200,63,18,0.9,2,14,14,7,35,26,49
Solyc01g100210,12,3,2,0.7,0.1,0.4,0.3,,,
Solyc01g100220,4,3,7,2,11,7,2,2,0.8,0.4
Solyc01g100230,54,147,54,29,38,24,19,25,52,58
Solyc01g100240,23,5,4,9,7,8,5,12,7,82
Solyc01g100250,7,10,5,5,4,4,2,3,3,12
Solyc01g100260,17,9,10,18,12,13,16,19,20,34
Solyc01g100270,17,4,5,2,2,4,3,1,0.2,0.8
Solyc01g100280,6,1,2,2,8,6,2,3,0.4,1
Solyc01g100290,17,5,7,10,10,24,15,11,7,8
Solyc01g100300,0.2,,0.1,0.3,,0.4,0.4,0.1,0.3,0.3
Solyc01g100310,30,3,14,10,32,43,32,37,59,28
Solyc01g100320,318,108,303,168,374,366,213,321,796,504
Solyc01g100330,26,18,24,24,28,23,20,16,17,26
Solyc01g100340,2,0.8,0.3,0.6,2,3,5,3,2,3
Solyc01g100350,263,109,226,282,248,246,411,444,411,326
Solyc01g100360,46,25,48,21,116,162,126,112,113,122
Solyc01g100370,83,5,8,15,56,90,111,266,676,350
Solyc01g100380,810,196,671,318,1088,791,702,636,613,287
Solyc01g100390,2,,0.3,,0.1,0.2,0.1,0.3,0.1,
Solyc01g100400,7,5,4,4,7,7,6,7,3,5
Solyc01g100410,16,15,19,20,11,11,12,12,24,28
Solyc01g100420,7,6,5,6,9,9,6,9,8,16
Solyc01g100430,16,6,9,10,16,17,10,15,10,17
Solyc01g100440,5,,0.2,0.1,0.1,0.1,,,,
Solyc01g100450,5,3,3,3,2,3,3,3,4,2
Solyc01g100460,2,2,45,71,0.7,1,3,5,21,32
Solyc01g100480,27,17,15,16,23,27,14,28,34,41
Solyc01g100490,114,11,7,5,2,0.2,0.1,0.3,0.2,0.7
Solyc01g100500,42,16,24,36,30,42,51,49,69,79
Solyc01g100510,6,,8,8,3,4,3,6,4,3
Solyc01g100520,96,288,173,308,237,260,198,175,300,421
Solyc01g100530,16,14,28,14,15,6,4,1,0.2,0.2
Solyc01g100540,8,3,3,4,4,8,15,9,5,4
Solyc01g100570,201,46,62,86,191,233,228,210,121,150
Solyc01g100580,10,3,5,5,13,17,14,13,6,10
Solyc01g100590,71,36,42,38,53,45,47,40,38,34
Solyc01g100600,3,0.5,16,5,16,28,30,4,,0.1
Solyc01g100610,20,16,15,27,24,31,33,30,31,28
Solyc01g100620,,0.1,0.5,0.2,0.9,1,0.5,0.2,0.1,
Solyc01g100630,2,6,2,3,0.5,0.6,4,9,25,38
Solyc01g100640,2,3,2,2,1,2,5,9,23,38
Solyc01g100650,7,51,17,20,13,17,21,24,21,26
Solyc01g100660,108,33,29,75,34,93,143,33,57,17
Solyc01g100690,19,12,18,25,26,37,44,32,38,52
Solyc01g100700,23,22,23,23,39,42,26,33,23,30
Solyc01g100710,65,174,22,33,68,61,194,132,84,112
Solyc01g100720,140,51,60,72,99,124,147,115,92,104
Solyc01g100730,6,2,5,4,8,10,12,10,4,9
Solyc01g100740,5,2,3,3,6,3,4,5,5,9
Solyc01g100750,,7,195,3,8,3,1,0.7,0.8,0.3
Solyc01g100760,0.4,32,161,222,43,48,13,15,314,75
Solyc01g100770,0.7,128,306,963,53,32,20,37,45,8
Solyc01g100780,8,2,3,4,12,12,9,16,11,7
Solyc01g100790,0.7,0.1,0.2,0.3,0.5,0.6,0.5,1,0.6,1
Solyc01g100800,1,0.5,0.4,0.6,2,2,2,2,1,2
Solyc01g100810,9,9,9,13,7,17,19,12,14,16
Solyc01g100820,29,10,14,14,23,31,22,19,18,23
Solyc01g100830,,,,0.1,,,,,,
Solyc01g100840,20,13,18,15,22,23,20,21,21,26
Solyc01g100850,23,17,38,67,25,20,10,21,15,10
Solyc01g100860,576,191,275,275,473,517,560,562,637,467
Solyc01g100870,357,107,186,186,387,469,638,538,497,281
Solyc01g100880,0.6,,2,0.1,0.2,0.1,0.1,0.1,0.1,
Solyc01g100890,5,1,0.7,0.3,5,0.4,0.3,,,
Solyc01g100900,39,19,12,15,4,3,1,3,1,1
Solyc01g100910,0.3,6,3,4,,,0.1,0.3,,0.1
Solyc01g100920,22,7,94,19,16,9,14,7,1,2
Solyc01g100930,22,9,15,7,56,52,27,32,3,0.9
Solyc01g100940,4,10,9,5,5,3,2,1,0.7,0.1
Solyc01g100950,22,10,12,10,13,16,18,11,15,18
Solyc01g100970,360,129,161,211,169,206,367,330,276,206
Solyc01g100980,6,3,0.5,0.8,0.1,0.2,0.2,0.1,,
Solyc01g100990,11,7,14,10,13,11,11,15,13,15
Solyc01g101000,330,156,243,457,266,365,446,366,429,400
Solyc01g101010,35,8,6,9,13,23,27,29,34,46
Solyc01g101020,61,19,18,28,26,52,42,52,56,51
Solyc01g101030,6,1,3,3,8,10,2,5,3,3
Solyc01g101040,210,77,125,73,186,196,112,150,114,80
Solyc01g101050,14,,,,,,,0.5,0.1,
Solyc01g101060,1576,217,337,454,398,610,1463,5230,609,463
Solyc01g101070,19,4,2,2,3,4,8,9,4,3
Solyc01g101080,,,0.2,1,2,1,3,5,1,2
Solyc01g101090,23,13,18,15,17,22,17,24,19,38
Solyc01g101100,112,38,40,25,61,68,36,35,14,21
Solyc01g101110,6,0.4,1,0.8,3,2,0.9,1,0.4,0.4
Solyc01g101120,42,3,5,3,11,18,29,9,3,1
Solyc01g101130,31,11,8,6,0.8,0.3,0.6,4,7,8
Solyc01g101140,56,16,14,25,20,45,41,68,71,75
Solyc01g101150,3,1,0.7,1,2,2,2,2,0.4,0.5
Solyc01g101160,36,25,32,36,42,33,43,36,38,35
Solyc01g101170,0.2,0.4,0.3,0.1,,0.1,,2,,0.2
Solyc01g101180,0.3,,0.1,,,,,1,,0.1
Solyc01g101190,0.6,,,,,,,0.3,,0.2
Solyc01g101200,0.4,,,,,,,,,
Solyc01g101210,,,,,,,,2,,
Solyc01g101220,,0.1,,,0.2,,,,,
Solyc01g101240,235,225,243,237,131,179,191,488,251,273
Solyc01g101250,46,35,33,24,47,39,48,42,40,32
Solyc01g101260,11,1,6,2,0.9,2,0.4,1,1,0.3
Solyc01g102260,0.2,,0.4,0.3,4,2,1,2,0.5,0.1
Solyc01g102270,5,2,8,3,8,6,3,2,0.8,0.8
Solyc01g102280,0.7,3,2,26,0.3,0.6,1,3,9,7
Solyc01g102290,245,204,91,94,70,89,89,196,471,540
Solyc01g102300,7,6,13,20,22,46,121,54,31,22
Solyc01g102310,175,33,13,37,91,198,223,179,31,26
Solyc01g102320,,,3,,,,,,,
Solyc01g102330,121,33,84,44,324,217,149,230,127,17
Solyc01g102340,19,2,2,2,19,34,17,22,1,3
Solyc01g102350,54,40,33,39,7,9,4,14,3,8
Solyc01g102370,22,10,15,10,46,34,29,24,13,20
Solyc01g102380,176,0.1,0.1,,,,,,,
Solyc01g102390,50,13,14,5,12,11,5,5,2,2
Solyc01g102400,25,7,11,11,3,2,2,4,2,0.7
Solyc01g102410,93,13,19,22,63,121,102,98,148,93
Solyc01g102420,4,0.4,,3,,,,,,
Solyc01g102430,2,,0.1,0.4,,,,,,
Solyc01g102440,1,0.3,1,0.8,3,3,3,0.5,0.1,0.4
Solyc01g102450,1,0.3,1,0.9,1,1,2,0.6,0.2,
Solyc01g102460,10,5,10,9,11,13,10,13,12,11
Solyc01g102470,7,2,4,4,11,14,10,7,9,21
Solyc01g102480,56,12,25,25,19,28,30,26,21,25
Solyc01g102490,8,6,7,7,10,16,16,23,13,31
Solyc01g102500,28,12,13,25,17,21,16,17,19,19
Solyc01g102510,43,10,10,13,15,32,37,46,38,45
Solyc01g102520,10,4,3,0.5,4,3,3,0.4,0.2,
Solyc01g102530,31,13,27,24,17,17,19,16,16,19
Solyc01g102540,14,4,6,4,16,24,23,23,14,26
Solyc01g102550,11,3,3,2,14,16,22,19,12,21
Solyc01g102560,35,9,13,18,24,35,47,37,37,35
Solyc01g102570,6,2,1,4,4,8,12,10,9,10
Solyc01g102580,197,40,74,88,51,69,41,63,54,112
Solyc01g102590,28,7,11,14,21,25,17,16,19,25
Solyc01g102600,6,2,2,3,5,7,4,4,5,5
Solyc01g102610,0.3,15,37,180,10,43,10,46,5,33
Solyc01g102620,0.3,0.2,0.2,,,,,,,
Solyc01g102630,,,0.1,,0.2,0.3,0.1,0.1,0.1,0.7
Solyc01g102640,13,3,2,3,1,1,5,2,0.8,1
Solyc01g102650,15,1,4,5,3,3,2,4,2,0.8
Solyc01g102660,226,94,221,974,220,275,460,715,813,793
Solyc01g102670,7,2,6,3,6,6,7,5,3,5
Solyc01g102680,27,0.1,0.4,0.7,,0.2,0.1,0.1,,
Solyc01g102690,2,0.3,0.3,0.7,1,1,2,2,1,1
Solyc01g102700,78,17,6,7,9,6,3,15,8,5
Solyc01g102710,0.6,25,6,22,3,2,2,2,0.3,
Solyc01g102720,10,13,23,9,2,2,0.9,0.7,,0.1
Solyc01g102730,6,3,14,12,25,25,20,13,12,11
Solyc01g102740,0.2,19,5,8,,0.1,,1,0.1,0.3
Solyc01g102750,41,37,51,46,47,46,45,49,66,91
Solyc01g102760,61,42,72,72,75,55,44,44,39,46
Solyc01g102770,0.4,5,2,3,3,10,9,2,0.4,
Solyc01g102790,2,0.7,0.7,0.8,2,3,3,2,1,2
Solyc01g102800,27,8,12,13,26,33,24,23,21,33
Solyc01g102810,11,8,5,3,10,11,7,9,3,1
Solyc01g102820,14,39,39,24,43,33,22,16,10,12
Solyc01g102830,114,71,160,126,357,96,149,113,86,119
Solyc01g102840,13,4,3,7,12,8,3,25,15,39
Solyc01g102850,0.5,0.6,0.2,0.4,,,,,,
Solyc01g102860,0.5,29,8,14,9,14,19,10,4,0.5
Solyc01g102870,0.8,0.2,0.2,0.2,,0.2,,0.5,0.2,
Solyc01g102880,21,0.4,0.3,0.5,1,1,1,1,1,0.9
Solyc01g102890,66,,0.2,0.1,0.2,,0.1,0.1,0.2,0.1
Solyc01g102900,131,0.2,0.1,0.1,,,0.1,,,
Solyc01g102910,81,,0.4,,,,0.1,,,
Solyc01g102940,45,9,16,18,9,15,7,6,4,5
Solyc01g102950,0.2,25,10,16,5,4,1,2,0.1,0.3
Solyc01g102960,0.1,0.4,3,12,1,9,1,5,151,274
Solyc01g102970,25,13,14,16,16,21,21,26,18,18
Solyc01g102980,,3,3,0.9,1,0.2,,,,
Solyc01g102990,14,10,10,11,14,14,14,18,15,20
Solyc01g103000,0.8,0.6,0.3,0.3,2,0.5,,,,
Solyc01g103010,53,18,22,22,37,54,50,58,46,52
Solyc01g103020,48,26,32,42,30,35,43,38,22,24
Solyc01g103030,31,4,2,1,0.5,0.9,0.1,0.3,0.3,0.1
Solyc01g103040,22,8,5,5,16,17,9,14,8,11
Solyc01g103050,205,47,29,54,47,57,40,54,21,19
Solyc01g103060,8,4,0.7,0.7,,,0.1,0.1,,
Solyc01g103070,7,0.6,1,1,4,1,0.3,0.3,,
Solyc01g103080,24,7,9,21,19,30,52,54,43,36
Solyc01g103090,18,7,7,11,9,10,18,12,12,11
Solyc01g103100,12,59,71,36,33,18,12,14,9,21
Solyc01g103110,6,47,19,31,10,14,16,17,22,29
Solyc01g103120,0.7,0.4,7,1,3,5,0.4,2,0.2,0.2
Solyc01g103130,0.3,0.2,6,1,4,7,0.8,2,0.1,0.2
Solyc01g103140,5,8,47,127,57,60,25,109,47,43
Solyc01g103150,15,4,6,9,7,7,5,12,9,13
Solyc01g103160,17,6,8,13,12,16,24,21,21,30
Solyc01g103170,27,8,6,13,8,9,7,18,22,40
Solyc01g103180,9,4,7,9,8,10,8,8,5,8
Solyc01g103190,49,26,36,53,50,51,40,45,39,43
Solyc01g103200,48,29,18,20,28,35,41,63,60,52
Solyc01g103210,44,23,18,28,38,36,45,72,54,47
Solyc01g103220,299,133,428,318,472,518,301,281,272,295
Solyc01g103230,22,7,21,7,34,35,28,20,7,6
Solyc01g103240,0.1,,37,67,0.8,1,0.4,0.7,,
Solyc01g103250,8,2,22,17,49,62,45,63,19,1
Solyc01g103260,,,0.2,,,,0.2,,,
Solyc01g103280,2,,0.3,0.1,0.3,1,1,0.8,0.8,0.4
Solyc01g103290,8,0.4,2,0.8,6,8,9,4,3,3
Solyc01g103300,3,,1,0.2,2,2,3,3,0.9,0.2
Solyc01g103310,2,,2,0.2,4,3,3,3,1,0.6
Solyc01g103320,9,1,4,3,6,8,10,9,8,7
Solyc01g103330,,,,,0.2,,,,,
Solyc01g103340,10,2,7,7,10,15,12,12,10,8
Solyc01g103350,13,10,21,26,15,20,9,14,10,11
Solyc01g103360,23,7,5,0.6,3,1,0.3,,,
Solyc01g103370,209,107,173,133,174,130,103,132,111,103
Solyc01g103380,29,20,27,23,37,42,21,47,29,31
Solyc01g103390,128,0.7,3,9,3,3,2,2,0.2,0.1
Solyc01g103400,28,32,65,51,47,40,53,42,21,22
Solyc01g103410,182,142,198,192,143,128,156,113,97,112
Solyc01g103420,39,18,22,30,22,30,30,47,40,46
Solyc01g103430,70,83,84,72,105,113,181,144,81,37
Solyc01g103440,15,12,8,11,28,26,18,17,19,52
Solyc01g103450,135,170,180,232,267,481,445,382,448,636
Solyc01g103460,37,13,11,12,16,20,34,15,9,4
Solyc01g103470,8,2,1,0.3,4,6,2,7,0.1,2
Solyc01g103480,153,55,87,58,172,224,151,193,146,133
Solyc01g103490,25,17,10,12,12,15,13,14,11,7
Solyc01g103500,6,1,7,6,2,0.6,0.5,0.2,0.5,0.3
Solyc01g103510,67,24,35,24,78,45,26,8,8,8
Solyc01g103530,22,2,6,11,5,7,7,3,0.4,0.4
Solyc01g103540,546,310,116,240,180,266,510,704,755,655
Solyc01g103550,,0.1,0.5,,0.2,0.2,,,,
Solyc01g103560,5,3,5,5,8,8,9,7,5,7
Solyc01g103570,14,7,7,10,13,13,13,9,7,6
Solyc01g103580,31,9,13,6,3,3,4,8,4,3
Solyc01g103590,171,24,120,18,300,129,53,19,3,8
Solyc01g103600,4,1,3,2,6,7,7,4,3,3
Solyc01g103610,3,1,2,0.9,3,5,6,3,2,2
Solyc01g103620,6,3,4,3,9,15,15,12,10,8
Solyc01g103630,0.1,0.5,6,0.1,0.8,,,,,
Solyc01g103640,2,0.6,0.7,0.8,5,5,5,5,2,3
Solyc01g103650,44,4,4,4,13,14,16,15,2,1
Solyc01g103660,14,1,8,5,12,6,0.9,0.4,0.1,0.1
Solyc01g103670,27,10,12,16,18,25,27,27,26,25
Solyc01g103680,121,32,59,85,103,134,139,142,170,182
Solyc01g103690,13,6,7,8,7,9,10,12,12,17
Solyc01g103700,2,3,3,0.1,1,0.1,0.1,,,
Solyc01g103710,34,99,49,80,33,38,36,43,64,128
Solyc01g103720,50,14,20,27,45,62,64,79,54,67
Solyc01g103730,0.2,,0.3,0.2,0.2,0.3,,0.5,0.1,
Solyc01g103740,59,20,21,25,55,69,74,88,58,72
Solyc01g103750,64,78,39,40,91,101,96,61,56,49
Solyc01g103760,47,26,13,16,30,46,16,28,19,18
Solyc01g103770,8,8,9,11,12,6,6,4,4,4
Solyc01g103780,52,45,21,34,73,96,141,103,101,89
Solyc01g103790,2,0.1,5,0.7,5,4,1,,1,0.1
Solyc01g103800,190,73,169,124,380,280,333,268,161,93
Solyc01g103830,,,,0.1,,,,0.5,,
Solyc01g103840,,,0.2,,,,,,,
Solyc01g103850,26,10,16,14,19,23,21,21,19,19
Solyc01g103860,0.1,,3,0.2,0.3,0.2,0.2,0.4,0.8,0.1
Solyc01g103870,4,,2,2,0.4,0.3,1,1,0.7,0.2
