id,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc11g066880,32,2,1,,6,6,0.7,,0.5,0.2
Solyc11g066890,108,25,25,45,17,10,2,20,110,58
Solyc11g066900,16,13,12,9,19,20,17,14,7,5
Solyc11g066910,27,7,11,12,16,26,32,32,22,20
Solyc11g066920,1,2,0.8,2,1,2,2,2,2,3
Solyc11g066930,2,3,1,0.3,6,4,3,10,42,29
Solyc11g066940,3,2,1,0.7,0.9,1,1,1,0.6,
Solyc11g066950,11,22,55,14,148,104,24,3,0.2,
Solyc11g066960,7,3,3,3,5,6,6,6,5,5
Solyc11g066970,58,3,5,6,10,3,1,2,0.5,0.1
Solyc11g066980,16,11,12,12,10,5,10,11,15,9
Solyc11g066990,46,23,31,39,26,26,39,28,27,25
Solyc11g067000,15,,,0.2,,0.1,,0.1,0.2,
Solyc11g067010,107,52,111,143,86,88,139,133,117,96
Solyc11g067020,23,15,17,20,17,19,21,18,19,19
Solyc11g067030,3,2,2,1,3,2,0.8,0.7,0.3,2
Solyc11g067040,2,2,0.8,0.9,2,2,0.5,0.5,0.5,1
Solyc11g067050,26,17,16,16,24,30,25,28,27,26
Solyc11g067060,15,65,27,19,41,53,28,30,44,24
Solyc11g067070,11,3,2,4,1,5,8,7,15,19
Solyc11g067080,26,6,14,19,15,20,16,22,29,26
Solyc11g067090,16,6,6,8,14,17,21,20,15,16
Solyc11g067100,668,294,637,562,1451,904,1117,750,716,530
Solyc11g067110,8,5,1,0.7,6,7,8,5,3,3
Solyc11g067120,9,5,1,0.7,5,7,9,8,4,3
Solyc11g067130,8,6,1,1,6,8,10,7,3,3
Solyc11g067140,12,10,4,3,11,9,11,11,6,5
Solyc11g067150,14,8,9,6,9,6,6,8,3,9
Solyc11g067160,14,80,38,65,22,38,38,44,153,202
Solyc11g067170,,2,0.4,0.4,0.2,,,,,
Solyc11g067180,0.1,0.2,3,11,2,1,0.9,0.8,4,0.2
Solyc11g067190,3,5,4,1,0.9,0.6,0.5,0.1,1,0.1
Solyc11g067200,17,4,5,10,7,12,20,16,27,24
Solyc11g067210,1,0.5,0.6,0.7,1,1,2,2,1,1
Solyc11g067220,2,3,,0.6,2,,5,7,4,0.5
Solyc11g067230,99,39,53,71,57,64,42,64,69,54
Solyc11g067240,61,29,32,40,35,40,31,40,54,43
Solyc11g067250,,,,0.1,,,,,,
Solyc11g067260,4,17,53,137,33,44,66,67,84,85
Solyc11g067270,,,0.7,0.5,2,1,2,0.1,,
Solyc11g067280,103,72,61,89,60,48,37,60,60,55
Solyc11g067290,6,,,,,,,,,
Solyc11g067300,5,0.2,0.5,0.3,2,3,3,3,1,2
Solyc11g067310,1,,,,,,,,,
Solyc11g067320,21,0.1,,,,,,,0.1,
Solyc11g067330,16,,,0.1,,,,,,
Solyc11g067340,11,,,,,,,,,
Solyc11g068350,0.1,,3,0.6,,,,,,
Solyc11g068360,4,2,1,1,1,3,4,3,0.3,0.3
Solyc11g068370,30,0.1,2,2,0.8,0.4,0.7,0.6,,0.1
Solyc11g068380,2,0.5,4,6,0.2,,,,,0.3
Solyc11g068390,,0.1,0.5,17,,,,,,
Solyc11g068400,222,145,403,225,317,194,92,142,157,189
Solyc11g068410,,0.2,1,0.7,0.9,1,0.3,0.6,,
Solyc11g068420,320,92,251,210,542,415,477,199,213,158
Solyc11g068430,612,41,346,1457,471,397,400,585,1792,603
Solyc11g068440,39,14,12,35,31,39,40,105,114,189
Solyc11g068450,37,17,27,13,43,40,58,32,25,26
Solyc11g068460,35,14,12,19,23,27,30,33,36,34
Solyc11g068470,2,1,1,1,3,3,4,4,3,3
Solyc11g068480,21,10,27,22,63,27,25,22,19,20
Solyc11g068490,296,117,247,158,315,322,439,185,292,179
Solyc11g068500,35,13,17,13,22,28,36,31,25,21
Solyc11g068510,235,137,238,179,319,265,218,225,239,218
Solyc11g068520,23,27,15,11,17,16,10,8,3,3
Solyc11g068530,1,20,24,20,0.5,,0.1,0.4,,0.2
Solyc11g068540,180,61,95,66,109,108,131,127,123,82
Solyc11g068550,39,26,64,22,114,66,110,69,55,30
Solyc11g068560,2,2,17,3,4,4,2,3,0.6,
Solyc11g068570,0.1,0.1,,,,,,,,
Solyc11g068580,0.1,,0.1,,,0.1,,,,
Solyc11g068610,32,15,14,13,20,21,14,23,19,20
Solyc11g068620,7,5,0.8,1,2,1,0.1,1,1,16
Solyc11g068640,50,14,18,17,34,53,60,59,51,43
Solyc11g068650,35,25,19,22,20,22,18,32,49,57
Solyc11g068660,38,23,38,66,31,42,41,32,26,44
Solyc11g068670,99,29,36,37,65,65,55,65,56,41
Solyc11g068680,2,22,6,6,19,11,8,10,6,5
Solyc11g068690,14,4,4,6,9,15,20,11,4,7
Solyc11g068700,,,,0.4,,,,0.5,,0.4
Solyc11g068710,28,77,6,213,38,19,7,115,33,11
Solyc11g068720,34,17,8,6,11,9,3,3,4,0.3
Solyc11g068730,41,94,64,70,66,67,76,92,144,212
Solyc11g068740,75,29,45,33,55,52,72,51,41,37
Solyc11g068750,9,3,4,4,4,5,5,4,3,2
Solyc11g068760,43,28,43,35,34,45,25,29,33,38
Solyc11g068770,25,13,24,14,28,15,10,21,59,45
Solyc11g068780,0.6,4,2,0.3,0.5,0.2,0.3,,,
Solyc11g068790,2,66,30,51,16,27,15,18,24,22
Solyc11g068800,7,9,11,16,9,6,4,10,7,5
Solyc11g068810,67,138,121,136,90,82,84,109,78,99
Solyc11g068820,39,360,116,122,235,318,240,174,152,174
Solyc11g068830,252,34,82,108,230,248,299,105,100,82
Solyc11g068840,,,,,0.2,,,,,
Solyc11g068850,,,,,,0.1,,,,
Solyc11g068870,39,15,21,35,25,39,69,42,50,51
Solyc11g068880,7,2,2,4,8,42,6,2,5,5
Solyc11g068890,0.1,2,8,2,3,1,0.7,0.1,,
Solyc11g068900,27,10,16,18,44,42,63,84,82,108
Solyc11g068910,12,0.7,3,3,7,4,6,5,4,2
Solyc11g068920,1,0.3,,,0.1,0.1,0.1,0.1,,
Solyc11g068930,23,11,9,11,11,11,10,9,10,8
Solyc11g068940,4,,0.3,,0.5,1,1,2,0.1,0.1
Solyc11g068950,66,121,38,55,114,171,343,376,260,224
Solyc11g068960,55,15,14,19,25,60,93,24,8,6
Solyc11g068970,0.7,,0.8,2,0.1,,0.1,,,
Solyc11g068980,30,18,32,18,60,28,20,18,13,19
Solyc11g068990,20,7,15,8,16,19,21,21,16,15
Solyc11g069000,141,50,77,62,154,172,193,181,149,188
Solyc11g069010,61,16,15,10,33,37,31,24,19,8
Solyc11g069020,6,3,0.3,0.8,,0.2,0.4,1,2,
Solyc11g069030,35,,,1,0.1,0.2,0.1,,,
Solyc11g069040,69,55,59,43,56,70,45,58,38,17
Solyc11g069050,80,58,24,22,17,27,30,92,61,35
Solyc11g069070,24,11,29,12,36,29,11,8,0.7,2
Solyc11g069080,30,23,48,53,41,38,77,67,77,61
Solyc11g069090,688,300,264,547,494,821,1571,1887,1544,492
Solyc11g069110,2,9,15,1,13,7,2,1,,
Solyc11g069120,1,0.9,1,1,1,1,2,2,1,2
Solyc11g069130,14,16,7,8,13,23,14,13,19,31
Solyc11g069140,7,8,7,11,8,10,13,7,12,19
Solyc11g069150,217,71,114,89,167,191,149,147,184,214
Solyc11g069160,69,39,35,58,37,49,86,67,75,70
Solyc11g069170,16,5,6,7,17,25,24,34,20,27
Solyc11g069180,52,22,34,45,11,14,24,16,4,1
Solyc11g069190,43,28,32,12,114,148,151,133,30,16
Solyc11g069210,0.4,0.1,4,0.6,0.7,0.5,,,,
Solyc11g069220,19,0.1,0.1,0.1,,0.3,0.2,,,
Solyc11g069230,7,2,11,24,3,3,5,5,3,2
Solyc11g069240,27,0.2,0.1,0.1,5,4,0.9,0.2,,
Solyc11g069250,62,15,7,2,19,4,0.8,0.1,,
Solyc11g069260,3,10,11,5,21,28,17,9,5,10
Solyc11g069270,73,82,60,28,69,90,55,24,12,37
Solyc11g069280,103,0.1,0.6,15,,,,,,
Solyc11g069290,14,82,17,25,35,39,41,42,65,40
Solyc11g069300,37,14,28,40,19,23,22,24,33,40
Solyc11g069310,48,18,33,53,30,31,27,35,40,44
Solyc11g069320,49,15,19,25,25,41,35,47,74,38
Solyc11g069330,183,53,81,81,108,173,209,209,132,61
Solyc11g069340,41,10,14,17,26,45,57,39,40,34
Solyc11g069350,29,4,152,146,6,7,11,10,6,6
Solyc11g069360,16,13,10,15,9,9,13,16,18,22
Solyc11g069370,21,16,19,26,28,25,26,24,26,38
Solyc11g069380,65,169,218,703,175,187,121,133,190,298
Solyc11g069390,18,5,13,1,3,2,0.1,0.9,,0.5
Solyc11g069400,70,34,40,33,77,76,78,94,73,55
Solyc11g069410,149,162,263,179,143,96,109,89,143,143
Solyc11g069420,28,3,5,2,2,2,0.5,,,
Solyc11g069430,4931,729,283,775,778,1191,2979,1845,1652,1235
Solyc11g069440,278,113,171,143,309,229,230,236,242,159
Solyc11g069450,53,67,35,192,29,51,103,74,58,11
Solyc11g069460,42,16,9,12,13,12,13,8,5,3
Solyc11g069470,78,17,12,19,20,20,23,18,12,22
Solyc11g069480,112,49,56,56,94,63,108,98,68,70
Solyc11g069490,90,32,35,53,39,50,52,55,63,58
Solyc11g069500,20,12,22,13,16,33,38,62,51,20
Solyc11g069510,19,57,44,31,47,41,46,25,14,17
Solyc11g069520,29,14,26,16,21,19,20,18,15,14
Solyc11g069530,56,8,14,17,17,20,35,27,42,47
Solyc11g069540,60,9,8,1,3,2,0.7,,,0.1
Solyc11g069550,37,14,21,19,27,23,17,22,12,15
Solyc11g069560,9,,0.1,0.6,0.1,0.1,0.1,,,
Solyc11g069570,7,67,10,26,25,10,11,7,1,2
Solyc11g069580,7,5,1,2,1,1,1,1,0.3,
Solyc11g069590,91,5,2,1,24,21,24,59,5,4
Solyc11g069600,56,15,10,20,12,16,10,23,13,4
Solyc11g069610,9,4,4,5,6,7,10,8,6,7
Solyc11g069620,6,3,2,3,1,2,1,2,0.6,0.5
Solyc11g069630,7,,,,0.1,0.2,,,,
Solyc11g069640,11,3,2,0.8,4,5,2,0.8,0.3,
Solyc11g069650,,4,5,3,2,5,3,2,,
Solyc11g069660,3,4,4,4,3,2,2,4,0.6,0.5
Solyc11g069670,0.4,2,3,0.7,0.9,2,1,2,,
Solyc11g069680,0.2,0.1,,,0.1,,,,,
Solyc11g069690,42,21,34,16,27,16,8,14,12,22
Solyc11g069700,260,48,56,159,200,367,359,303,627,358
Solyc11g069710,18,6,8,5,11,17,24,24,12,3
Solyc11g069720,114,63,61,98,94,106,79,96,94,83
Solyc11g069730,,18,7,3,0.5,0.3,1,,,
Solyc11g069740,273,,,,,,,,,
Solyc11g069750,3,,,,,,,,,
Solyc11g069760,60,,,,,,,,,
Solyc11g069770,3,2,6,7,0.4,0.4,0.5,0.2,0.4,0.1
Solyc11g069780,45,9,32,28,94,43,12,15,4,10
Solyc11g069790,95,198,142,258,388,415,325,249,405,737
Solyc11g069800,55,40,22,26,82,102,38,26,35,26
Solyc11g069810,29,15,14,7,21,21,18,13,7,1
Solyc11g069820,1,0.2,3,1,0.4,0.5,0.4,0.2,,
Solyc11g069830,7,3,4,4,6,6,4,5,6,11
Solyc11g069840,7,1,2,0.3,0.4,0.5,0.3,,,
Solyc11g069850,0.3,0.2,3,2,0.9,1,2,0.6,0.6,0.7
Solyc11g069860,95,64,140,61,148,105,77,108,84,101
Solyc11g069870,0.4,,0.3,,,,,,,
Solyc11g069880,,0.1,0.1,0.3,,,0.1,,,
Solyc11g069890,0.7,,0.9,2,10,12,12,12,4,0.3
Solyc11g069900,253,,,0.4,,0.6,0.4,,,
Solyc11g069910,110,81,199,118,166,103,110,99,85,103
Solyc11g069920,,0.1,,,,,0.3,,,
Solyc11g069930,10,3,4,5,2,2,3,5,2,2
Solyc11g069940,117,44,57,89,38,69,241,790,230,118
Solyc11g069950,36,19,21,39,21,30,26,35,49,60
Solyc11g069960,1,9,2,4,0.1,0.8,,0.4,0.1,0.1
Solyc11g069970,11,1,0.7,0.2,0.2,0.4,0.1,,,
Solyc11g069990,2,3,2,3,5,9,9,9,5,6
Solyc11g070000,2,2,2,1,2,5,6,6,4,4
Solyc11g070010,,,,,0.9,2,1,0.1,,
Solyc11g070020,21,6,10,7,10,14,11,11,11,9
Solyc11g070030,440,185,319,374,410,331,458,418,439,511
Solyc11g070040,2,0.6,1,1,1,2,1,2,1,2
Solyc11g070050,86,57,69,64,75,60,55,52,49,78
Solyc11g070060,2,8,6,4,7,5,8,13,11,26
Solyc11g070070,3,0.2,2,2,3,5,3,3,2,2
Solyc11g070080,,,0.9,,,,,,,
Solyc11g070090,,,2,,,,,,,
Solyc11g070100,49,11,9,17,20,26,37,37,38,22
Solyc11g070110,12,4,17,18,10,8,6,10,10,14
Solyc11g070120,37,28,55,35,32,37,41,39,38,40
Solyc11g070130,362,213,234,538,765,1231,1931,2043,1405,857
Solyc11g070140,5,4,5,4,8,9,8,3,0.2,0.1
Solyc11g070150,,15,2,,,,,,,
Solyc11g070160,12,10,8,6,14,11,7,13,3,3
Solyc11g070170,40,21,23,28,28,27,21,24,18,10
Solyc11g070180,0.6,0.1,0.4,1,,,0.3,0.4,0.5,0.9
Solyc11g070190,17,8,9,7,8,10,7,9,7,10
Solyc11g071190,1,0.7,4,0.7,0.2,0.2,0.6,,,
Solyc11g071200,1,2,3,1,11,6,4,0.7,0.2,
Solyc11g071210,6,1,8,10,10,8,6,11,6,5
Solyc11g071220,42,29,35,25,40,42,26,44,47,42
Solyc11g071230,15,4,3,4,7,6,5,3,2,0.7
Solyc11g071240,1,7,18,6,27,10,15,3,0.4,
Solyc11g071250,7,2,3,5,4,7,7,9,9,8
Solyc11g071260,96,59,91,89,60,69,40,67,56,69
Solyc11g071270,22,5,11,13,15,16,13,22,23,28
Solyc11g071280,43,9,62,68,57,35,22,25,57,31
Solyc11g071290,,7,9,0.6,14,3,0.4,0.3,,
Solyc11g071300,3,0.4,2,0.6,3,2,1,0.5,,
Solyc11g071310,,,32,0.4,,,,,,
Solyc11g071320,56,22,42,32,71,71,73,54,52,40
Solyc11g071330,24,11,20,20,33,24,11,19,20,38
Solyc11g071340,21,14,12,14,19,16,17,16,15,15
Solyc11g071350,1,,,,0.5,0.2,,,,
Solyc11g071370,1,0.4,0.6,0.8,2,3,3,3,2,5
Solyc11g071390,0.1,0.2,0.2,0.1,,0.1,0.1,0.2,0.1,0.1
Solyc11g071400,,0.3,,0.3,0.2,,0.2,0.4,0.2,0.3
Solyc11g071410,0.3,,0.4,0.5,,0.4,0.5,,,
Solyc11g071420,5,0.1,0.1,0.2,0.1,0.3,0.6,1,0.1,
Solyc11g071430,6,3,3,4,3,4,5,4,2,0.7
Solyc11g071450,6,1,0.9,5,4,4,3,1,2,0.3
Solyc11g071460,117,110,15,13,31,40,59,44,35,1
Solyc11g071470,16,0.2,18,5,43,14,5,1,0.2,0.1
Solyc11g071480,0.1,,21,2,0.3,0.5,0.1,0.1,,
Solyc11g071490,92,46,94,62,158,115,101,86,62,66
Solyc11g071500,2,0.5,0.9,2,0.8,2,4,3,3,5
Solyc11g071510,43,34,43,34,81,51,55,62,38,62
Solyc11g071520,4,2,1,0.5,1,0.7,1,0.2,0.1,
Solyc11g071530,13,7,9,6,16,21,22,16,9,8
Solyc11g071540,13,5,7,9,12,18,17,16,27,28
Solyc11g071550,0.6,3,10,1,4,3,2,0.2,0.1,
Solyc11g071560,16,4,5,2,4,3,3,1,0.4,
Solyc11g071570,9,4,4,3,7,8,5,4,1,0.5
Solyc11g071580,11,,,,,,,,,
Solyc11g071590,19,,,,,,0.2,,,
Solyc11g071600,16,0.5,0.5,0.7,,0.1,0.1,0.4,0.7,0.1
Solyc11g071610,0.6,0.1,0.2,0.3,,,,0.1,,
Solyc11g071620,33,21,16,7,3,8,10,26,2,0.9
Solyc11g071630,,,,,0.2,,,,,
Solyc11g071640,205,62,33,18,45,13,6,10,2,0.5
Solyc11g071650,0.2,,0.3,,,,,,,
Solyc11g071660,50,14,20,36,38,61,105,72,74,49
Solyc11g071670,2,2,2,2,2,1,3,2,2,1
Solyc11g071680,22,8,10,11,16,21,22,25,21,26
Solyc11g071690,21,9,10,15,21,29,53,25,17,14
Solyc11g071700,48,16,20,24,36,54,40,51,47,61
Solyc11g071710,17,46,28,43,19,25,28,35,43,33
Solyc11g071720,7,3,1,3,1,1,1,1,1,1
Solyc11g071730,7,0.3,0.9,0.3,4,2,0.9,0.3,0.1,
Solyc11g071740,17,6,0.4,0.1,6,12,50,13,5,7
Solyc11g071750,2,0.2,,,0.9,0.3,,0.2,,
Solyc11g071760,3,0.4,,,0.4,,0.1,1,0.2,0.3
Solyc11g071770,14,3,4,6,5,10,11,15,14,13
Solyc11g071780,6,8,2,4,1,2,6,3,2,0.6
Solyc11g071790,60,22,37,48,75,80,69,68,118,65
Solyc11g071800,27,20,51,28,54,60,45,55,33,13
Solyc11g071810,3,23,74,45,66,74,90,43,31,4
Solyc11g071820,54,11,22,17,17,28,42,24,14,6
Solyc11g071830,8,4,29,16,22,35,19,25,34,139
Solyc11g071840,28,16,20,13,44,55,39,35,23,20
Solyc11g071850,80,16,28,10,36,45,35,32,15,5
Solyc11g071860,54,30,47,49,47,14,42,26,31,26
Solyc11g071870,25,15,113,48,32,37,34,31,20,29
Solyc11g071890,4,8,3,3,4,4,3,4,3,4
Solyc11g071900,,,77,,,,,,,
Solyc11g071910,54,15,22,37,35,49,43,53,57,61
Solyc11g071920,45,17,17,26,15,15,26,29,30,27
Solyc11g071930,32,22,28,28,32,35,30,37,51,61
Solyc11g071940,0.5,6,0.1,,0.1,0.1,0.3,0.3,0.2,0.1
Solyc11g071950,28,14,23,23,29,26,39,25,17,22
Solyc11g071960,2,3,3,2,9,10,12,10,5,5
Solyc11g071970,15,3,4,2,6,7,7,6,2,0.2
Solyc11g071980,11,2,3,0.7,3,4,5,3,3,0.3
Solyc11g071990,34,0.4,0.1,,0.2,0.2,0.1,1,0.9,1
Solyc11g072000,4,3,3,2,2,3,2,1,2,0.2
Solyc11g072010,10,8,13,9,22,17,15,19,19,26
Solyc11g072020,,,0.1,,,,,,,
Solyc11g072030,9,68,93,86,33,29,12,6,3,0.2
Solyc11g072040,1,6,10,4,7,6,5,8,0.4,0.3
Solyc11g072050,18,18,12,26,16,18,17,15,13,12
Solyc11g072060,,0.4,0.8,0.9,0.9,0.2,0.1,0.1,,
Solyc11g072070,47,24,35,37,26,26,22,30,34,39
Solyc11g072080,4,4,8,5,16,10,6,5,2,0.4
Solyc11g072090,23,13,18,17,30,22,26,24,20,24
Solyc11g072100,13,38,17,15,28,23,20,29,34,19
Solyc11g072110,9,17,56,83,530,349,83,57,22,15
Solyc11g072120,3,5,8,10,5,4,9,7,2,2
Solyc11g072130,3,0.4,1,0.6,4,2,0.9,0.2,0.2,0.1
Solyc11g072140,0.4,,,,0.1,,,,,
Solyc11g072150,13,8,12,14,7,6,7,7,10,12
Solyc11g072160,17,7,10,18,11,13,11,12,19,26
Solyc11g072170,6,9,4,6,6,5,6,6,5,7
Solyc11g072180,40,15,13,10,34,43,47,25,14,25
Solyc11g072190,571,193,314,350,736,905,907,787,480,334
Solyc11g072200,213,,0.1,0.1,0.1,,,,,
Solyc11g072210,,,0.1,,0.2,0.1,,,,
Solyc11g072220,7,4,8,7,9,8,8,6,10,8
Solyc11g072230,0.1,,4,2,0.6,0.1,0.1,0.4,0.3,0.2
Solyc11g072240,471,237,407,262,905,459,302,265,249,132
Solyc11g072250,0.3,0.2,0.5,0.3,0.6,0.5,0.3,0.3,0.1,0.3
Solyc11g072260,139,39,85,77,162,150,91,96,89,111
Solyc11g072270,109,70,135,52,220,147,93,114,95,82
Solyc11g072280,7,0.7,2,1,7,5,5,3,1,1
Solyc11g072290,42,17,27,22,46,41,29,27,28,38
Solyc11g072300,22,13,16,11,24,35,25,23,15,16
Solyc11g072310,2,0.1,2,1,14,9,8,2,5,36
Solyc11g072320,17,7,7,12,17,30,95,28,39,24
Solyc11g072330,6,4,8,7,11,10,12,9,9,9
Solyc11g072340,161,130,129,130,186,150,167,169,166,145
Solyc11g072380,2,1,1,2,4,4,4,1,1,1
Solyc11g072390,15,6,5,7,14,14,12,10,10,12
Solyc11g072400,6,2,3,2,2,0.8,0.9,1,0.8,2
Solyc11g072410,44,34,51,44,58,33,22,33,48,59
Solyc11g072420,12,6,11,7,12,18,13,22,17,33
Solyc11g072430,12,6,10,6,10,17,16,19,16,33
Solyc11g072440,26,14,13,12,21,18,13,22,16,14
Solyc11g072450,511,229,509,299,782,664,383,370,412,426
Solyc11g072460,15,6,8,4,13,16,16,17,14,16
Solyc11g072470,7,4,0.6,0.9,3,8,7,52,99,201
Solyc11g072480,19,113,38,25,30,20,22,17,12,4
Solyc11g072490,32,67,29,26,163,161,161,30,21,10
Solyc11g072500,35,23,37,53,49,28,11,8,1,2
Solyc11g072510,33,43,16,20,54,56,49,25,11,2
Solyc11g072520,37,19,16,13,26,25,16,25,18,28
Solyc11g072530,26,11,14,8,15,19,8,14,7,5
Solyc11g072540,85,54,38,46,60,85,98,84,113,112
Solyc11g072550,121,40,57,84,50,54,40,105,113,160
Solyc11g072560,10,,,,,,,,,
Solyc11g072570,20,,,,,,,,,
Solyc11g072580,18,3,2,0.5,1,0.9,0.5,0.6,,
Solyc11g072590,45,25,21,35,22,34,55,49,41,39
Solyc11g072600,68,61,24,11,26,14,12,7,0.7,0.1
Solyc11g072610,2,3,4,2,6,7,8,7,4,6
Solyc11g072620,10,17,2,8,11,10,11,12,0.6,2
Solyc11g072630,11,1,2,6,18,11,7,10,10,9
Solyc11g072640,46,11,20,35,45,53,44,44,63,105
Solyc11g072650,,,0.1,,0.3,0.4,0.1,0.4,,
Solyc11g072660,20,4,7,10,10,16,12,42,40,45
Solyc11g072670,2,0.4,10,0.8,0.6,0.5,0.8,1,1,1
Solyc11g072680,,,7,,,,,,,
Solyc11g072690,40,37,83,25,102,72,58,41,17,14
Solyc11g072700,,,5,1,,0.2,,0.2,,
Solyc11g072710,7,204,35,89,197,240,260,258,166,147
Solyc11g072720,10,4,3,3,3,7,6,6,5,3
Solyc11g072730,8,2,3,3,5,8,6,6,3,9
Solyc11g072740,17,6,5,7,17,23,9,13,15,23
Solyc11g072750,0.2,,,,,,,,,
Solyc11g072760,7,,0.1,,,,,,,
Solyc11g072770,,0.3,2,2,5,0.5,,,,
Solyc11g072790,,0.5,0.4,0.1,,,,,,
Solyc11g072800,10,,2,1,0.4,0.3,0.3,0.2,0.1,0.1
Solyc11g072810,32,8,9,15,11,20,27,20,20,24
Solyc11g072820,26,22,13,4,27,27,21,17,3,2
Solyc11g072830,4,3,0.7,0.3,0.2,0.4,0.1,0.3,0.5,
Solyc11g072840,70,22,107,28,311,73,55,25,6,
Solyc11g072850,1,,2,3,0.9,2,1,0.2,,
Solyc11g072860,266,58,271,72,851,277,195,121,40,2
Solyc11g072870,,0.2,0.1,0.2,0.2,0.5,,,,
Solyc11g072880,153,39,57,71,61,96,94,123,139,190
Solyc11g072890,85,5,8,6,4,16,24,51,123,177
Solyc11g072900,0.2,0.1,,,,,,,0.1,
Solyc11g072910,23,3,0.8,4,8,12,12,12,12,14
Solyc11g072920,41,,,,5,7,0.2,6,,
Solyc11g072930,27,,0.1,,0.3,0.4,0.4,,,
Solyc11g072940,35,17,20,30,30,46,48,33,39,45
Solyc11g072950,32,12,15,15,20,21,16,24,20,21
Solyc11g072960,,,4,9,0.1,0.1,,,,
Solyc11g072970,23,9,12,13,18,23,33,28,17,21
Solyc11g072980,0.3,0.7,0.1,0.3,0.3,0.1,,,,
Solyc11g072990,0.8,27,12,13,5,23,22,9,2,
Solyc11g073000,0.6,,,,,0.8,0.6,,0.6,
Solyc11g073010,5,1,0.4,0.8,3,1,0.6,0.7,0.5,0.2
Solyc11g073020,51,40,4,4,4,1,0.6,0.3,0.1,
Solyc11g073030,3,0.6,,,,,,,,
Solyc11g073040,2,0.4,0.2,,,,,,,
Solyc11g073050,211,77,106,88,134,103,62,68,28,38
Solyc11g073060,0.8,0.3,0.6,0.1,1,1,,0.5,0.4,0.2
Solyc11g073080,11,0.7,2,3,5,2,2,2,0.6,0.4
Solyc11g073090,2,1,2,1,2,2,0.9,1,0.8,0.6
Solyc11g073100,1,0.4,2,2,2,2,0.8,2,0.4,0.7
Solyc11g073110,2,1,5,4,4,3,0.5,7,0.8,0.5
Solyc11g073120,227,38,17,23,3,8,9,29,22,51
Solyc11g073130,21,134,23,51,23,14,14,4,0.2,
Solyc11g073140,2,,,0.6,0.3,0.4,0.9,0.3,0.7,2
Solyc11g073150,1,,,,,,,,,
Solyc11g073160,0.1,13,2,3,3,5,8,7,8,12
Solyc11g073180,2,,4,0.1,,,,,,0.1
Solyc11g073190,24,10,18,11,15,15,16,22,14,16
Solyc11g073200,57,7,52,59,11,19,26,46,51,41
Solyc11g073210,0.4,0.1,304,8,0.1,,0.1,,,0.1
Solyc11g073220,8,1,4,2,3,4,5,5,2,1
Solyc11g073230,3,3,3,3,5,3,2,2,2,3
Solyc11g073240,145,115,82,98,123,102,79,98,162,202
Solyc11g073250,138,45,126,84,229,146,63,96,74,81
Solyc11g073260,25,9,24,10,38,12,6,4,0.5,0.8
Solyc11g073270,4,3,2,1,5,4,6,5,3,3
Solyc11g073280,156,82,89,128,135,105,155,134,110,124
Solyc11g073300,22,15,21,26,27,34,40,48,45,53
Solyc12g005000,42,0.4,1,0.7,0.8,,,,,
Solyc12g005010,40,12,20,15,25,33,34,27,10,4
Solyc12g005020,0.7,8,57,23,51,23,18,18,10,2
Solyc12g005030,25,10,11,4,19,16,12,10,3,0.3
Solyc12g005040,41,20,22,9,32,28,22,16,3,0.6
Solyc12g005050,20,8,21,9,30,32,27,16,6,9
Solyc12g005060,12,23,36,22,47,45,19,29,79,102
Solyc12g005070,39,10,6,7,7,5,5,2,2,0.2
Solyc12g005080,157,36,50,64,89,125,104,106,121,146
Solyc12g005090,7,4,3,6,6,7,4,4,7,10
Solyc12g005100,6,3,3,4,3,4,4,4,6,8
Solyc12g005110,13,9,7,12,16,12,14,12,12,10
Solyc12g005120,17,11,11,9,8,11,9,10,7,10
Solyc12g005130,15,7,6,5,6,7,8,8,5,6
Solyc12g005140,10,3,4,3,5,6,3,5,4,5
Solyc12g005150,78,67,172,193,219,175,363,322,91,67
Solyc12g005160,,,7,15,,,0.1,0.1,,
Solyc12g005180,24,108,78,49,91,69,76,57,55,28
Solyc12g005190,8,8,5,7,9,7,4,1,0.6,0.3
Solyc12g005200,35,13,22,30,18,19,10,25,29,22
Solyc12g005220,36,5,19,26,25,42,44,56,54,63
Solyc12g005230,8,2,3,5,2,2,2,2,0.6,0.4
Solyc12g005240,0.7,22,10,9,15,17,14,8,3,0.2
Solyc12g005250,5,0.5,2,0.7,6,3,1,1,0.2,0.1
Solyc12g005260,7,0.7,2,0.4,7,5,1,2,,
Solyc12g005270,251,162,329,282,493,292,186,264,239,473
Solyc12g005280,3,11,6,5,9,8,6,5,3,3
Solyc12g005290,16,3,56,38,3,5,6,12,12,14
Solyc12g005300,14,45,29,24,0.7,0.1,0.1,0.2,,
Solyc12g005310,2,1,157,21,0.1,0.4,1,0.3,,
Solyc12g005320,3,0.4,1435,1179,2,0.5,4,4,0.6,0.1
Solyc12g005330,447,173,253,290,579,508,645,447,378,403
Solyc12g005340,20,18,8,16,36,21,13,56,31,71
Solyc12g005350,27,,14,5,19,34,48,44,23,16
Solyc12g005360,0.2,,0.7,,0.1,0.6,,,0.1,
Solyc12g005370,60,,,,,,,,,
Solyc12g005380,2,,0.3,1,,,,0.4,0.3,0.1
